AreaManagerId,AreaId,AreaDesc,StartDateArea,EndDateArea,UsageId
612,612_KPLG,Garage Kolkplein (Spijkenisse),20131010,29991231,GARAGEP
1900,1900_PHK,Straatparkeren Prins Hendrikkade (Sneek),20131025,29991231,BETAALDP
203,KROMMESTR,Krommestraat,20120905,29991231,BETAALDP
981,3,Parkeerterrein in 't Schanes,20120830,29991231,BETAALDP
794,"2,3",Ameidewal,20120328,29991231,BETAALDP
794,"5,6",Stadskantoor,20120328,29991231,BETAALDP
2448,599_WEENA,Weena (Rotterdam),20140101,29991231,GARAGEP
2448,599_ZUIDPL,Zuidplein (Rotterdam),20140101,29991231,GARAGEP
297,ZONE2,Woonstraten,20121026,29991231,BETAALDP
512,GEBIED-B2,Buiten de waterpoort,20140903,29991231,BETAALDP
796,020411,Boschdijkstraat,20111004,20111005,BETAALDP
2449,106_TRIA,Garage Triade (Assen),20131107,29991231,GARAGEP
715,BZA,Blauwe Zone Axelsestraat,20120404,29991231,BLAUWEZ
441,441_MAKADO,Straatparkeren Parkeerdek Makado (Schagen),20131023,29991231,BETAALDP
405,405_VISS,Straatparkeren Visserseiland (Hoorn),20131018,20131019,BETAALDP
1674,1674_NWM,Garage Nieuwe Markt (Roosendaal),20131009,29991231,GARAGEP
363,T17,T17 Tariefcode 7 groep,20050101,29991231,BETAALDP
2449,344_P3,Garage P3 Radboud (Utrecht),20131108,29991231,GARAGEP
114,VAK3,Kolhoopstraat,20120427,20140721,BETAALDP
713,713_DDST,Straatparkeren Dinsdagstraat (Sluis),20131021,29991231,BETAALDP
222,222_STAT,Straatparkeren Stationsstraat (Sturkoterrein) (Doetinchem),20131024,29991231,BETAALDP
203,MENSINGAPD,Mensingapad,20120905,29991231,BETAALDP
518,T43K,"Scheveningen Bad-Dorp Winkelstraten 1,70",20160224,29991231,BETAALDP
503,503_PAARD,Straatparkeren Paardenmarkt (Delft),20140101,29991231,BETAALDP
796,030405,Heerendonklaan 2,20111004,20111005,BETAALDP
114,VAK4,Oranjelaan,20120427,20140721,BETAALDP
202,BC1,Boulevard Heuvelink,20120511,20140101,BETAALDP
385,U1,Ultra Kort Parkeren Edam,20120605,29991231,BETAALDP
344,7600,Tuindorp Oost,20111118,29991231,BETAALDP
762,762_CENTRU,Straatparkeren Centrum (Deurne),20131023,29991231,BETAALDP
994,OPB10,Polfermolen Odapark,20120524,29991231,BETAALDP
713,713_CENS,Straatparkeren Centrum (Sluis),20131021,29991231,BETAALDP
748,748_ACHT,Garage Achter de Grote Markt (Bergen op Zoom),20131022,29991231,GARAGEP
150,7,Zone 7,20140101,29991231,BETAALDP
855,855_BAST,Straatparkeren Basterdplein (Tilburg),20131017,20131018,BETAALDP
715,715_TPL,Garage Theaterplein (Terneuzen),20131010,29991231,GARAGEP
2448,518_LUTH,Garage Lutherse Burgwal (Den Haag),20131126,29991231,GARAGEP
58,DP1,De Helling,20120704,20120705,BETAALDP
177,BP,Centrumgebied,20120501,29991231,BETAALDP
222,222_AMSTDK,"Dagkaart 7,20 ma-do 9-18 vr 9-21 za 9-17 extra koopavond 18-21",20131024,20131025,BETAALDP
860,C,Betaald Parkeren ma t/m do 10-17u en vr 10-21u,20120306,29991231,BETAALDP
150,214,Leeuwenbrug,20121218,20140101,BETAALDP
363,T13B_U05,T13B_U05 WS Spaarndammerstraat,20050101,29991231,BETAALDP
363,T13C_U01,T13C_U01 10c Linnaeusstraat_2 + Middenweg,20050101,29991231,BETAALDP
405,405_21521,Nieuwendam,20140623,29991231,BETAALDP
796,020305,Kap. Koopmansplein,20110930,20111001,BETAALDP
203,KAPTEIJNST,Kapteijnstraat,20120905,29991231,BETAALDP
202,C,Centrum,20120330,29991231,BETAALDP
664,A15,Middelburgsestraat,20120426,29991231,BETAALDP
1783,1783_MAAS,Straatparkeren centrum Maasdijk (Westland),20131024,29991231,BETAALDP
114,78114,Klepel P1,20140722,29991231,BETAALDP
796,030514,Van Veldekekade,20111013,20111014,BETAALDP
796,010109,Kruisbroedershof,20111027,29991231,BETAALDP
796,030114,Ophoviuslaan thv 130,20111004,20111005,BETAALDP
1783,1783_MOLEN,Strandparkeren Molenslag te Ter Heijde (Westland),20131024,29991231,BETAALDP
772,772_GAGEL,Straatparkeren Gagelstraat (Eindhoven),20131023,29991231,BETAALDP
202,202_SPIJK,Straatparkeren Spijkerlaan (Arnhem),20131211,29991231,BETAALDP
200,200_KONI,Garage Koningshaven (Apeldoorn),20131212,29991231,GARAGEP
405,405_NIEUW,Straatparkeren Nieuwland (Hoorn),20131021,20131022,BETAALDP
164,12001,Centrum (binnen centrumring),20130101,20140101,BETAALDP
713,713_ZWPW,Straatparkeren Zwartpolderweg (Sluis),20131021,29991231,BETAALDP
796,020113,Koninginnenlaan / Havenstraat,20111027,29991231,BETAALDP
928,BPV18,Oranjestraat (tussen Hoofdstraat en Oranjestraat 12),20130101,29991231,BETAALDP
373,BEZZONEA,Bergen aan Zee - Zone A,20130320,29991231,BETAALDP
388,A6,BZ Kolhornstraat,20120606,29991231,BETAALDP
1916,3A2,Voorburg Oud Midden,20120321,29991231,BLAUWEZ
599,599_7,Zone 7 (Rotterdam),20131101,20140101,BETAALDP
160,DAGZWEMBAD,Dagparkeren zwembad,20140703,29991231,BETAALDP
717,KML_4321,Veersedam Baai,20130426,29991231,BETAALDP
2062,1926_PARA,Garage Parade (Pijnacker-Nootdorp),20131105,29991231,GARAGEP
1900,1900_HKDE,Harinxmakade,20140630,29991231,BETAALDP
361,72012,Mallegatsplein,20120404,29991231,BETAALDP
796,030507,Pelssingel,20111027,29991231,BETAALDP
796,010112,Postelstraat,20111027,29991231,BETAALDP
2449,363_ZPP1,Terrein Zuidpark P1 (Amsterdam),20131106,29991231,TERREINP
981,15,Kerkstraat,20120830,29991231,BETAALDP
363,T16B,T16B ma-za 09-19,20050101,29991231,BETAALDP
344,B4600,Hooch Boulandt,20130426,20130522,BETAALDP
632,ZONEA,Kort parkeren binnenstad Woerden,20121011,20130516,BETAALDP
388,A14,BZ van Bleiswijkstraat,20120606,29991231,BETAALDP
717,VRP_4315,Breezand,20130426,29991231,BETAALDP
344,B6300,Abstede,20130426,20130522,BETAALDP
177,POM3,POM-meter,20120501,29991231,BETAALDP
1900,1900_OPHF,Oppenhuizerweg (Flexaterrein),20140630,29991231,BETAALDP
518,43B,Scheveningen Bad - Dorp,20151201,29991231,VERGUNP
363,ZD03B_U02,ZD03B_U02 Ferd.Bol - Ceintuurbaan - C.Troostplein (zuidelijk) 10c,20120309,29991231,VERGUNP
228,228_BERG,Straatparkeren Bergstraat (Ede),20131023,29991231,BETAALDP
664,A11,Neareboutstraat,20120426,29991231,BETAALDP
114,78127,Vreding 1,20140722,29991231,BETAALDP
518,43J,Scheveningen Bad - Dorp,20160224,29991231,VERGUNP
2062,345_GEM,Garage Gemeentehuis (Veenendaal),20140101,29991231,GARAGEP
166,6D8C,Max-3-uur-plus-vergunning,20120511,20140101,BETAALDP
344,V2100,Nieuwegracht,20130124,29991231,VERGUNP
796,030116,MGR. Diepenstraat thv 43,20111004,20111005,BETAALDP
106,A13,Groningerstraat,20121113,29991231,BETAALDP
1916,1C,Voorburg Noord Julianabaan,20120321,29991231,BLAUWEZ
512,GEBIED-A1,Benedenstad,20140903,29991231,BETAALDP
363,GRV002KD,GRV002KD Garage Kop van Diemen,20131001,29991231,VERGUNP
957,957_DESO,Straatparkeren Designer Outlet (Roermond),20131018,29991231,BETAALDP
164,3,3,20120207,20120301,BETAALDP
748,5,Sector 5,20120621,29991231,BETAALDP
2453,14_CASINO,Garage Holland Casino (Groningen),20130917,29991231,GARAGEP
375,BPCT15_01,Betaald parkeren centrum tijdelijk,20111212,20120103,BETAALDP
216,216_JACH,Straatparkeren Het Jach (Culemborg),20131022,29991231,BETAALDP
2448,344_GALG,Parkeergarage Galgenwaard (Utrecht),20140101,29991231,GARAGEP
2459,599_HART,Garage Hart van IJsselmonde (Rotterdam),20131112,29991231,GARAGEP
748,3,Sector 3 schil,20120621,29991231,BETAALDP
981,981_PWA,Parkeergarage Prins Willem Alexanderplein (Vaals),20131007,29991231,GARAGEP
748,8,Sector 8,20120621,29991231,BETAALDP
717,VRP_4314,Oranjezon,20130426,29991231,BETAALDP
58,9960,"Hogepol, Achterom, Legeweg",20140625,29991231,BETAALDP
268,P8,Nassausingel,20120522,20140101,BETAALDP
642,STATION,Mengvorm tariefzone 3 (Station e.o.),20140414,29991231,BETAALDP
17,CENTRUM,Centrum Haren,20120316,29991231,BETAALDP
1729,1729_BLZ,Straatparkeren Blauwe Zone (Gulpen-Wittem),20131024,29991231,BLAUWEZ
301,ISENDOORN,Isendoornstraat,20130128,29991231,BETAALDP
796,020209,Koninginnelaan / Maaslandstraat,20111027,29991231,BETAALDP
518,43H,Scheveningen Bad - Dorp,20160224,29991231,VERGUNP
164,4A,4A,20120207,20120301,BETAALDP
114,78125,Kapelstraat (ter hoogte van de muziekschool) (GPP),20140722,29991231,BETAALDP
373,BERZONEB,Bergen - Zone B,20130320,29991231,BETAALDP
58,KP4,Vleesmarkt,20120704,20140626,BETAALDP
1525,BZ4,Warmond,20121016,29991231,BETAALDP
664,A22,A. Joachimikade (zuid),20120426,29991231,BETAALDP
424,2,Kazerneplein,20120413,29991231,BETAALDP
392,392_RAA,Garage Raaks (Haarlem),20130926,29991231,GARAGEP
166,52D6,Maximaal-1-uur De Bongerd,20120511,20140101,BETAALDP
114,5,Min. Kanstraat PI,20120427,20140721,BETAALDP
794,"5,17",Paterslaan-Zuid,20120328,29991231,BETAALDP
664,A26,de Hollanderlaan/ vd spiegelstraat,20120426,29991231,BETAALDP
114,78112,Noordeind P3,20140722,29991231,BETAALDP
505,ZONE_1VH,Vergunninghoudersparkeren (dagkaart) tariefzone 1,20130314,29991231,BETAALDP
794,794_BOSC,Garage Boscotondo (Helmond),20131002,29991231,GARAGEP
236,023605,Oranje Nassaustraat,20120411,29991231,BETAALDP
405,405_21519,Kuil,20140623,29991231,BETAALDP
777,AVBERCHEM,Gebiedscode Anna van Berchemlaan/Oranjelaan,20130716,29991231,BETAALDP
58,LP2,Hantumerweg,20120704,20130701,BETAALDP
193,193_EMMA,Parkeergarage Emmawijk,20131009,29991231,GARAGEP
344,6300,Abstede,20111118,29991231,BETAALDP
2448,200_MUSE,Garage Museum Centrum (Apeldoorn),20131122,29991231,GARAGEP
222,222_PASP,Straatparkeren Pasplein (Doetinchem),20131024,29991231,BETAALDP
344,B3100,Oudwijk,20130426,20130522,BETAALDP
2062,200_KANA,P1 Parking Kanaalstraat (Apeldoorn),20131030,29991231,TERREINP
664,A12,karel Doormanstraat,20120426,29991231,BETAALDP
160,16,Badhuisplein Zwembad,20120425,20140101,BETAALDP
202,BC17,Blekerstraat,20120511,29991231,BETAALDP
363,T16C_U03,T16C_U03 10c Gelderlandplein,20050101,29991231,BETAALDP
160,DAGDEMEET,Dagparkeren De Meet,20140703,29991231,BETAALDP
2448,513_NWMAR,Garage Nieuwe Markt (Gouda),20130918,29991231,GARAGEP
114,78124,Kapelstraat (ter hoogte van de muziekschool),20140722,29991231,BETAALDP
505,505_SPUI,Garage Spuihaven (Dordrecht),20131218,29991231,GARAGEP
243,243_P13,Straatparkeren P13 Selhorstweg (Harderwijk),20131017,29991231,BETAALDP
796,030406,Dertien Loten thv 77,20111004,20111005,BETAALDP
612,236280,P+R terrein metro-/busstation Spijkenisse Centrum,20121025,29991231,BETAALDP
796,030108,Frederik Hendriklaan 1,20111004,20111005,BETAALDP
860,B,Betaald Parkeren ma t/m do en za 10-17u en vr 10-21u,20120306,29991231,BETAALDP
177,POM4,POM-meter,20120501,29991231,BETAALDP
114,VAK8,Wilhel. Sterrenkamp west,20120427,20140721,BETAALDP
612,236287,Langparkeerterrein Breestraat,20121025,29991231,BETAALDP
2448,518_TORE,Garage Torengarage (Den Haag),20131126,29991231,GARAGEP
400,4A,Zone 4A,20120822,29991231,BETAALDP
796,010106,Jan Heinsstraat,20111027,29991231,BETAALDP
503,503_GBD2,Straatparkeren Gebied D2 (Delft),20131204,29991231,BETAALDP
34,34_P1,P1 Koolzaadveld (Almere Stad),20140101,29991231,TERREINP
58,9954,Zuiderbolwerk,20140626,29991231,BETAALDP
193,193_DIEC,Dieze-Centrum (Zwolle),20131101,29991231,BETAALDP
222,222_HDKD,Staatparkeren Handelskade (Doetinchem),20131024,29991231,BETAALDP
757,C,Centrum Oost,20120307,29991231,BETAALDP
90,RAA1,Raadhuisplein,20130626,20130712,BETAALDP
363,T13C,T13C ma-za 09-21,20050101,29991231,BETAALDP
361,S1,Vergunninggebied S1,20100101,29991231,VERGUNP
1916,5,Voorburg Prins Bernardlaan,20120321,29991231,BLAUWEZ
642,SECTOR10,sector10,20120921,20140414,BETAALDP
114,VAK6,Kapelstraat,20120427,20140721,BETAALDP
2459,518_HAVE,Garage Havenkwartier (Den Haag),20131111,29991231,GARAGEP
796,020211,Boschveldweg,20111027,29991231,BETAALDP
439,MAGNOLIAST,Parkeertetrrein voor stadhuis,20131126,29991231,BETAALDP
344,V3400,Dichterswijk-oost,20130124,29991231,VERGUNP
363,T14B_U10,T14B_U10 10c St.Barbara,20050101,29991231,BETAALDP
867,ZONE2,Taxandriaweg II,20120821,29991231,BETAALDP
796,030519,Citadellaan (Cup),20111013,20111014,BETAALDP
90,K1-5,van Knobbeldorffplein,20120808,20130625,BETAALDP
388,A5,BZ De Sprong,20120606,29991231,BETAALDP
988,1C,Zone1c,20120417,29991231,BETAALDP
90,MAR01,Markt,20130627,29991231,BETAALDP
762,762_MOLEN,Straatparken Molenstraat en Molenlaan (Deurne),20131023,29991231,BETAALDP
713,713_VLPW,Straatparkeren Vlamingploderweg (Sluis),20131021,29991231,BETAALDP
772,772_STADS,Garage Stadskantoor (Eindhoven),20131002,29991231,GARAGEP
2448,518_LAAK,Garage Laakhaven (Den Haag),20131125,29991231,GARAGEP
1895,BP1,Centrum Winschoten,20120608,29991231,BETAALDP
1684,2,Zwaanstraat,20120301,29991231,BETAALDP
363,T14B_U09,T14B_U09 10c Transformatorweg - SDZ,20050101,29991231,BETAALDP
375,BPR_05,Betaald parkeren rand 5,20111212,29991231,BETAALDP
505,505_RIED,Garage Riedijkshaven (Dordrecht),20131218,29991231,GARAGEP
762,762_VISSER,Parkeerterrein Visser (Deurne),20140101,29991231,BETAALDP
424,4,Herengracht,20120413,29991231,BETAALDP
243,243_P9,Terrein P9 Scheepssingel (Harderwijk),20130930,29991231,TERREINP
114,14,Vreding I,20120427,20140721,BETAALDP
612,612_BBG,Garage Boekenberg (Spijkenisse),20131010,29991231,GARAGEP
603,603_HERE,Herenstraat,20140101,29991231,BETAALDP
2448,363_WEST,Garage Westerpark (Amsterdam),20131121,29991231,GARAGEP
2448,14_MUSEUM,Garage Museum Centrum (Groningen),20130916,29991231,GARAGEP
377,CENTRUM,Bloemendaalseweg tussen Mollaan en Donkerelaan,20120829,29991231,BETAALDP
983,C,"Kort parkeren (Spoorstraat, Sloterbeekstraat, Roermondsestraat)",20120710,29991231,BETAALDP
202,202_CENT,Garage Centraal (Arnhem),20130924,29991231,GARAGEP
164,5C001,Dagparkeerterrein Wolter ten Cate Straat,20120210,20140101,BETAALDP
994,OPB19,Jan Deckerstraat (op te heffen),20120525,29991231,BETAALDP
2062,637_FRLN,Garage Frankrijklaan (Zoetermeer),20131106,29991231,GARAGEP
363,T12B_U01,T12B_U01 10c Van Wou_1,20111003,29991231,BETAALDP
794,"5,11",kasteel Traverse - Trias,20120328,29991231,BETAALDP
484,484_AWST,Straatparkeren Aarplein-West (Alphen a/d Rijn),20131022,20140718,BETAALDP
275,001,Centrum Velp Max 2 uur,20120522,29991231,BETAALDP
994,OPB2,Valkenheim,20120524,29991231,BETAALDP
301,LAARSTRAAT,Laarstraat,20130128,29991231,BETAALDP
301,MOLENGR,Molengracht-west,20130128,29991231,BETAALDP
363,T14B_U02,T14B_U02 10c Rijnstraat_2,20050101,29991231,BETAALDP
34,34_P3,P3 Regisseurgarage (Almere Stad),20140101,29991231,GARAGEP
642,SECTOR1,sector1,20120921,20140414,BETAALDP
363,WP60A_U01,WP60A_U01 Hugo de Groot WS,20050101,29991231,VERGUNP
90,GAU01,Gauke Boelensstraat,20130627,29991231,BETAALDP
1900,1900_KLPN,Kleine Palen,20140630,29991231,BETAALDP
164,H4B001,Dag parkeerterrein Ir. M. Schefferlaan,20140101,29991231,BETAALDP
80,80_KLAN,Garage de Klanderij (Leeuwarden),20131126,29991231,GARAGEP
299,8725,Kostschoollaan,20120316,29991231,BETAALDP
344,V7300,Zeeheldenbuurt,20130124,29991231,VERGUNP
363,WM55_U04,WM55_U04 Sport 10c Fizeaustr,20050101,29991231,VERGUNP
2448,518_VEER,Garage Veerkaden (Den Haag),20131126,29991231,GARAGEP
363,ZB66B,ZB66B Oost-7 Wilhelminagebouw,20050101,29991231,VERGUNP
90,K2,Noord- en Zuidkade,20120808,20130625,BETAALDP
222,222_VISS,Staatparkeren Ir. Visstraat (Doetinchem),20131024,29991231,BETAALDP
363,ZD04B_U03,ZD04B_U03 Rijnstraat vanaf Vrijheidslaan 10c,20120309,29991231,VERGUNP
2449,14_CENTRUM,Garage Centrum (Groningen),20130916,29991231,GARAGEP
1900,1900_STAJ,St Antoniusplein (Julianastraat),20140630,29991231,BETAALDP
599,599_COLW,Garage Colosseumweg (Rotterdam),20131011,29991231,GARAGEP
2062,518_SPUI,Garage Spui Centre (Den Haag),20131030,29991231,GARAGEP
928,BZ3,Carboonplein,20120924,29991231,BLAUWEZ
1684,1,Molenstraat,20120301,29991231,BETAALDP
713,713_RDTN,Straatparkeren Radartoren (Sluis),20131021,29991231,BETAALDP
473,F,Tariefsgebied F,20120424,29991231,BETAALDP
363,AN95-4,AN95-4 Noord 4,20050101,29991231,VERGUNP
299,8722,Nieuwe Doelenstraat,20120316,29991231,BETAALDP
9999,NEDERLAND,Nederland,20000101,29991231,GPK
363,WP61B,WP61B Westerpark 2.2 Zeeheldenbuurt,20050101,29991231,VERGUNP
599,599_BEVER,P+R Beverwaard (Rotterdam),20140101,29991231,PARKRIDE
2459,361_KLER,Terrein Klercq (Alkmaar),20131111,29991231,TERREINP
106,A2,Oude Molenstraat (wegdeel),20121113,29991231,BETAALDP
796,030102,Ophoviuslaan / Frederik Hendriklaan,20111027,29991231,BETAALDP
363,T16,T16 Tariefcode 6 groep,20050101,29991231,BETAALDP
1900,1900_KKST,Kleine Kerkstraat,20140630,29991231,BETAALDP
794,"5,12",Molenstraat- Oost 1,20120328,29991231,BETAALDP
164,H1001,Centrum hoog,20140101,29991231,BETAALDP
363,OS76X,OS76X Nieuw-West - 2 niet-fiscaal,20050101,29991231,VERGUNP
2448,603_BOGP7,In de Bogaard P7 (Rijswijk),20140101,29991231,GARAGEP
796,020208,Emmaplein (Arbeidsbureau),20111027,29991231,BETAALDP
150,A1,Zone A1,20121218,20140101,BETAALDP
794,"2,11",De wiel,20120328,29991231,BETAALDP
90,KAD02,Noord- en Zuidkade II,20130627,29991231,BETAALDP
344,V9112,Smakkelaarsveld,20130522,29991231,VERGUNP
164,3005,Parkeerterrein Marskant,20130101,20140101,BETAALDP
424,5,Weesperweg,20130101,29991231,BETAALDP
748,8P,Sector 8 plein,20120621,29991231,BETAALDP
677,677_STAT,Straatparkeren De Statie (Hulst),20131021,29991231,BETAALDP
965,BZS60A,Blauwe Zone Dr. Poelsplein (S),20120530,29991231,BLAUWEZ
994,OPB26,Plenkertstraat Motoren,20120525,29991231,BETAALDP
2448,935_VROUW,O.L. Vrouweparking (Maastricht),20140101,29991231,GARAGEP
612,612_STHG,Garage Stadhuis (Spijkenisse),20131010,29991231,GARAGEP
984,3A2,Hoog onbeperkt 2,20120502,20120503,BETAALDP
599,599_10,Zone 10 (Rotterdam),20131101,20140101,BETAALDP
363,BA01A,BA01A Baarsjes 1.1,20100101,29991231,VERGUNP
375,BPR_02,Betaald parkeren rand 2,20111212,29991231,BETAALDP
2461,622_HOOG,Garage Parking Hoogstraat (Vlaardingen),20131114,29991231,GARAGEP
713,713_KNWG,Straatparkeren Kanaalweg (Sluis),20131021,29991231,BETAALDP
664,A28,Voorstad/Zonnebloemlaan,20120426,29991231,BETAALDP
363,T13A,T13A ma-za 09-24 zo 12-24,20050101,29991231,BETAALDP
2448,479_HERM,Hermitage (Zaanstad),20140101,29991231,GARAGEP
1900,1900_BUIS,Straatparkeren Buiten Stadsgrachten (Sneek),20131025,20140101,BETAALDP
344,B6600,Oude Houtensepad,20130426,20130522,BETAALDP
794,"5,21",Irenelaan,20120328,29991231,BETAALDP
193,193_HEDON,Hedon (Zwolle),20131101,29991231,BETAALDP
796,030413,Oeterselaan thv 139,20111004,20111005,BETAALDP
1900,1900_STFEN,Straatparkeren Stadsfenne Kruitmolen (Sudwest Fryslan),20131105,20140101,BETAALDP
90,OUD01,Oudeweg,20130627,29991231,BETAALDP
344,B3200,Watervogelbuurt,20130426,20130522,BETAALDP
363,ZD04A,ZD04A Zuid 4.1 Rivierenbuurt Noord,20120309,29991231,VERGUNP
717,23,Parkeerterrein Galgeweg,20121016,20130423,BETAALDP
988,1G,Zone1g,20120417,29991231,BETAALDP
363,ZB08_U01,ZB08_U01 ma-za 12-17 Geen VG Pampuslaan WS,20120625,29991231,VERGUNP
796,020120,Julianaplein Oost,20110930,20111001,BETAALDP
664,D3,van Dusseldorpstraat,20120426,29991231,BETAALDP
405,405_21525,Transferium,20140623,29991231,BETAALDP
512,GEBIED-E,Stadhuisplein,20140903,29991231,BETAALDP
373,SCHZONEG,Schoorl - Zone G,20130320,20131231,BETAALDP
794,"5,14",Zuidende,20120328,29991231,BETAALDP
797,B,Botermarkt,20120314,29991231,BETAALDP
166,9824,Max-2-uur-plus-vergunning,20120511,20140101,BETAALDP
984,3A5,Hoog onbeperkt 5,20120502,20120503,BETAALDP
363,WM55_U06,WM55_U06 Overloop Swammerdambuurt,20121212,29991231,VERGUNP
988,1A,Zone1a,20120417,29991231,BETAALDP
363,SB40,SB40 De Baarsjes,20050101,29991231,VERGUNP
301,STATIONSPL,Stationsplein,20130128,29991231,BETAALDP
90,NAC01,Nachtegaalstraat,20130627,29991231,BETAALDP
361,72014,Kortparkeren,20120404,29991231,BETAALDP
717,DMB_4324,Badhuisweg,20130426,29991231,BETAALDP
1708,1708_GASTH,Straatparkeren Gasthuispoort (Steenwijkerland),20131018,29991231,BETAALDP
394,4450,HFD Verzetswk B-zone,20130901,29991231,BETAALDP
363,OZ31-04_U1,OZ31-04_U1 OUD ZUID 4 Hestiastr,20050101,29991231,VERGUNP
402,BS_AKN,Buitenschil Avro KRO NCRV,20130327,29991231,BETAALDP
166,52D8,Maximaal-4-uur De Bongerd,20120511,20140101,BETAALDP
356,356_M2,Straatparkeren Zone M2 (Nieuwegein),20131017,29991231,BETAALDP
90,L4-1,Oude Nering,20120808,20130625,BETAALDP
166,6D90,Max-3-uur-plus-vergunning,20120511,20140101,BETAALDP
796,010105,Pastoor de Kroonstraat,20111027,29991231,BETAALDP
363,T14B_U01,T14B_U01 10c Zorgvlied,20050101,29991231,BETAALDP
2448,153_CENT,Garage Centrum (Enschede),20131128,29991231,GARAGEP
994,OPB17,"Louis v.d. Maesenstr (parkeerplaats naast, voor en bij AH)",20120525,29991231,BETAALDP
796,020414,Boschdijkstraat,20111004,20111005,BETAALDP
361,72013,Kortparkeren Kennemerstraatweg,20120404,29991231,BETAALDP
1916,3B,Voorburg Oud Midden 24,20120321,29991231,BLAUWEZ
484,484_CAST,Parkeergarage Castellum (Alphen aan den Rijn),20140101,29991231,GARAGEP
193,193_CUY,Albert Cuypstraat (Zwolle),20131101,29991231,BETAALDP
202,202_MUSI,Garage Musis (Arnhem),20130924,29991231,GARAGEP
2449,106_DOEV,Garage Doevenkamp (Assen),20131107,29991231,GARAGEP
363,WP60B,WP60B Westerpark 1.1 Fannius Scholtenbuurt,20050101,29991231,VERGUNP
361,C2,Vergunninggebied C laat,20100101,20140210,VERGUNP
717,29,Parkeerterrein Oranjezon,20121016,20130423,BETAALDP
1916,1B,Voorburg Noord,20120321,29991231,BLAUWEZ
599,599_HOOGTU,P+R Hoogvliet Tussenwater (Rotterdam),20140101,29991231,PARKRIDE
717,4,Parkeerterrein Ooststraat,20121016,20130423,BETAALDP
344,6400,Rivierenwijk,20111118,29991231,BETAALDP
363,BV85_U01,BV85_U01 UVG Prinses Irene BV86 toegestaan,20050101,29991231,VERGUNP
164,5B001,Parkeerterrein Schefferlaan,20120210,20140101,BETAALDP
664,B1,Molenplein,20120426,29991231,BETAALDP
299,299_MASIS,Parkeergarage Masisplein (Zevenaar),20130927,29991231,GARAGEP
299,8715,Subenharastraat,20120316,29991231,BETAALDP
344,V7200,Tuinwijk,20130124,29991231,VERGUNP
363,ZB69_U01,ZB69_U01 ma-za 12-17 Geen VG IJdoornlaan WS,20120625,29991231,VERGUNP
2448,599_IKAZIA,Ikazia (Ziekenhuis) (Rotterdam),20140101,29991231,GARAGEP
677,677_PRIN,Straatparkeren Princebolwerk (Hulst),20131021,29991231,BETAALDP
824,824_GEEL,Straatparkeren Gele zone (Oisterwijk),20131024,29991231,BETAALDP
164,3001,Beatrix- en Dorpsmatenstraat,20120210,20140101,BETAALDP
677,677_PAAR,Straatparkeren Paardenmarkt (Hulst),20131021,29991231,BETAALDP
796,020204,vd Does de Willeboissingel,20111027,29991231,BETAALDP
388,A10,BZ Verlaat,20120606,29991231,BETAALDP
717,2,Parkeerterrein Jan Tooropstraat,20121016,20130423,BETAALDP
301,MARTINET,Martinetsingel,20130128,29991231,BETAALDP
394,4472,NVP Station NS,20130625,29991231,BETAALDP
375,BPC_02,Betaald parkeren centrum 2,20111212,29991231,BETAALDP
344,V8100,Vogelenbuurt,20130124,29991231,VERGUNP
164,5A001,Mitchamplein,20120210,20140101,BETAALDP
1900,1900_MTST,Marktstraat (Sneek),20140630,29991231,BETAALDP
984,3B1,Hoog beperkt 1,20120502,20120503,BETAALDP
664,A16,Ravelijn de goene jager,20120426,29991231,BETAALDP
484,484_LAUP,Straatparkeren Lauraplein (Alphen a/d Rijn),20131022,20140718,BETAALDP
405,405_21500,Achterom,20140623,29991231,BETAALDP
34,34_P4,P4 Stadhuisgarage (Almere Stad),20140101,29991231,GARAGEP
203,GVPRINSTLN,Gr. Van Prinstererlaan,20120905,29991231,BETAALDP
965,BZB60B,Blauwe Zone Kommerstraat (B),20120530,29991231,BLAUWEZ
58,9951,Oostersingel,20140626,29991231,BETAALDP
363,OS75,OS75 Nieuw-West 2,20050101,29991231,VERGUNP
828,828_RAAD,Straatparkeren Raadhuishof (Oss),20131024,29991231,BETAALDP
505,P_ARK,Betaald parkeren P Ark,20130314,29991231,BETAALDP
994,OPB8,Berkelplein zuid (winkels),20120524,29991231,BETAALDP
484,484_AARPL,Parkeerterrein Aarplein-oost (Alphen aan den Rijn),20140101,29991231,TERREINP
1900,1900_CENB,Straatparkeren Centrum (Bolsward),20131025,29991231,BETAALDP
345,BZ3,Blauwe zone Spoorlaan,20121001,29991231,BLAUWEZ
114,78104,Oranjelaan,20140722,29991231,BETAALDP
994,OPB14,Plenkertstraat langsparkeren,20120525,29991231,BETAALDP
160,DAGTROUBAD,Dagparkeren De Troubadour,20140703,29991231,BETAALDP
58,9952,Keppelstraat,20140626,29991231,BETAALDP
1900,1900_RAAD,Raadhuisplein,20131105,29991231,BETAALDP
758,758_PRIN,Garage De Prins (Breda),20130926,29991231,GARAGEP
794,"2,9",Waardstraat,20120328,29991231,BETAALDP
796,030602,Eikendonk,20111027,29991231,BETAALDP
363,SV51,SV51 Nieuw-West 4,20050101,29991231,VERGUNP
58,9966,Vleesmarkt,20140626,29991231,BETAALDP
796,020316,Citadellaan (voormalig Kruithuis),20111003,20111004,BETAALDP
