AreaManagerId,AreaId,AreaDesc,StartDateArea,EndDateArea,UsageId
2448,603_BOGP4,In de Bogaard P4 (Rijswijk),20140101,29991231,GARAGEP
164,2004,Oldenzaalsestraat,20140101,29991231,BETAALDP
2448,518_GRMA,Garage Grote Markt (Den Haag),20131125,29991231,GARAGEP
1900,1900_LEMM,Lemmerweg,20140101,29991231,BETAALDP
796,020121,Luybenstraat,20110930,20111001,BETAALDP
164,3004,Parkeerterrein Eikstraat,20120210,20140101,BETAALDP
385,BZVOLENDAM,Blauwe zone Volendam,20120605,29991231,BLAUWEZ
344,V10200,Nieuw Welgelegen west,20131201,29991231,VERGUNP
599,599_PERNIS,P+R Pernis (Rotterdam),20140101,29991231,PARKRIDE
612,236299,Centrum Kern ondernemers,20121026,29991231,BETAALDPO
400,BZ,Blauwe Zone,20121019,29991231,BLAUWEZ
2449,363_OOST,Terrein Oostenburgereiland (Amsterdam),20131106,29991231,TERREINP
772,772_VVV,Straatparkeren Stationsplein / VVV (Eindhoven),20131023,29991231,BETAALDP
106,A12,Torenlaan,20121113,29991231,BETAALDP
439,GORSNOORD,tarief Gors-noord,20131125,29991231,BETAALDP
984,3A4,Hoog onbeperkt 4,20120502,20120503,BETAALDP
424,1,Muiderslot,20120413,29991231,BETAALDP
200,200_ZW,Straatparkeren Zone W woonwijken (Apeldoorn),20131212,20131213,BETAALDP
537,537_TRAM,Garage Tramstraat (Katwijk),20131004,29991231,GARAGEP
363,OZ25-02,OZ25-02 Oud Zuid 2,20050101,29991231,VERGUNP
2448,603_BOGP1,Bogaardplein P1 (Rijswijk),20140101,29991231,GARAGEP
441,441_VOMAR,Straatparkeren Vomar Parkeerdek (Schagen),20131023,29991231,BETAALDP
425,PSZ6,Hoofdweg Lambertus Hortensiuslaan,20120618,29991231,BLAUWEZ
1783,1783_KIJKW,Straatparkeren Kijkerweg te de Lier (Westland),20131024,29991231,BETAALDP
193,193_NOORD,Parkeergarage Noordereiland (Zwolle),20131009,29991231,GARAGEP
363,ZO70,ZO70 Amsterdam Zuidoost niet fiscaal,20050101,29991231,VERGUNP
106,A24,Jan Fabriciusstraat,20121113,29991231,BETAALDP
981,4,Parkeerplaatsen westzijde Beemderlan,20120830,29991231,BETAALDP
1900,1900_BPMV,Boschplein (maaiveld),20140630,29991231,BETAALDP
1684,3,Smidstraat,20120301,29991231,BETAALDP
796,020308,Jan Schofferlaan,20110930,20111001,BETAALDP
90,TOR01,Torenstraat,20130627,29991231,BETAALDP
375,BPCM60_01,Betaald parkeren centrum max 60 min,20111212,29991231,BETAALDP
479,ZD001,Zaandam1,20130517,29991231,BETAALDP
363,GRV016YDK,GRV016YDK Garage IJdok,20140301,29991231,VERGUNP
392,392_APP,Garage De Appelaar (Haarlem),20130926,29991231,GARAGEP
363,RB45B,RB45B Zuideramstel 1,20050101,29991231,VERGUNP
717,28,Parkeerterrein De Vier Hoogten,20121016,20130423,BETAALDP
599,599_BOUZ,Garage Boulevard Zuid (Rotterdam),20131011,29991231,GARAGEP
1900,1900_STKL,Steenklip,20140630,29991231,BETAALDP
796,010111,Sint Janssingel,20111027,29991231,BETAALDP
777,OUDEBRED,Gebiedscode Markt/Oude Bredaseweg,20130716,29991231,BETAALDP
34,ALMBUITEN,straat parkeren almere buiten,20120306,29991231,BETAALDP
166,52F3,Maximaal-4-uur Begrittenstraat,20120511,20140101,BETAALDP
114,78119,Wilhelminastraat (tussen Sterrenkamp en Van Schaikweg),20140722,29991231,BETAALDP
2448,14_OSSENM,Garage Ossenmarkt (Groningen),20130916,29991231,GARAGEP
177,BZ4,Blauwe zone,20120501,29991231,BLAUWEZ
772,772_TPG,Straatparkeren Stationsplein / TPG (Eindhoven),20131023,29991231,BETAALDP
160,13,Gemeentehuis/Sporthal,20120425,20140101,BETAALDP
938,2,Gasthuisstraat,20120416,29991231,BETAALDP
203,ACHTERDSTR,Achterdorpstraat,20120905,29991231,BETAALDP
642,SECTOR5,sector5,20120921,20140414,BETAALDP
928,BPV14,Hoofdstraat (tot Oranjestraat),20130101,29991231,BETAALDP
363,AN95-6,AN95-6 Noord 6,20140101,29991231,VERGUNP
796,030105,Orthenseweg,20111004,20111005,BETAALDP
363,ZD03A,ZD03A Zuid 3.1 De Pijp Noord,20120309,29991231,VERGUNP
599,599_ZMST,Garage Zoomstraat (Rotterdam),20131011,29991231,GARAGEP
160,11,Badhuisplein,20120425,20140101,BETAALDP
503,503_GAST,Straatparkeren Gasthuisplaats (Delft),20131022,29991231,BETAALDP
796,020111,vd Does de Willeboissingel 4 en 5,20110930,29991231,BETAALDP
363,WP60B_U02,WP60B_U02 WS WGF terrein,20120417,29991231,VERGUNP
363,OZ25-02_U1,"OZ25-02_U1 Ferd.Bol, Cuyp WS",20050101,29991231,VERGUNP
796,030517,Citadellaan (voormalige Kruithuis),20111013,20111014,BETAALDP
243,243_P19,Terrein P19 Westeinde (Harderwijk),20131017,29991231,TERREINP
599,599_PRSL,P+R Slinge (Rotterdam),20131011,29991231,PARKRIDE
717,13,Parkeerterrein Nijverheidsweg,20121016,20130423,BETAALDP
222,222_DRBP,Straatparkeren Dr. Bardetplaats (Doetinchem),20131024,29991231,BETAALDP
216,216_JOKST,Straatparkeren Jodenkerkstraat (Culemborg),20131022,29991231,BETAALDP
388,A9,BZ van Noorderkade,20120606,29991231,BETAALDP
74,84050,Stationgebied West,20130305,29991231,BETAALDP
855,855_SPOOR,Straatparkeren Spoorlaan Oost (Tilburg),20131017,20131018,BETAALDP
344,B12100,2e Daalsebuurt,20130426,20130522,BETAALDP
484,484_PALN,Straatparkeren Paradijslaan (Alphen a/d Rijn),20131022,20140718,BETAALDP
361,F,Vergunninggebied F,20100101,29991231,VERGUNP
861,2012003,Repel,20120327,29991231,BETAALDP
512,GEBIED-B1,Paardenwater,20140903,29991231,BETAALDP
503,503_SPOOR,Straatparkeren Spoorzone (Delft),20131029,29991231,BETAALDP
202,BC9,Zijpendaalseweg,20120511,20140101,BETAALDP
2462,439_WOON,Terrein Woonboulevard Wagenweg (Purmerend),20131114,29991231,TERREINP
1742,1742_DHW,Garage De Hoge Wal (Rijssen),20131009,29991231,GARAGEP
981,7,Tentstraat tussen Viergrenzenweg en Kerkstraat,20120830,29991231,BETAALDP
344,B1100,Wijk C,20130426,20130522,BETAALDP
772,772_WPLEIN,Straatparkeren Wilhelminaplein (Eindhoven),20131023,29991231,BETAALDP
150,AS,Zone Pikeurshof,20121218,29991231,BETAALDP
164,H6C001,Sumatrastraat,20140101,29991231,BETAALDP
777,ROOSENDWG,Gebiedscode Roosendaalseweg/Veemarktstraat,20130716,29991231,BETAALDP
796,020401,Buitendijk,20111003,20111004,BETAALDP
363,T16A,T16A ma-za 09-24,20050101,29991231,BETAALDP
677,677_GRAV,Straatparkeren 's Gravenshofstraat (Hulst),20131021,29991231,BETAALDP
2461,518_PARK,Garage Nieuwe Parklaan (Den Haag),20131114,29991231,GARAGEP
363,SO35A_U02,SO35A_U02 Linnaeusstr WS,20050101,29991231,VERGUNP
402,7,Winkelstraten Buitenschil,20120223,20130401,BETAALDP
361,P,Vergunninggebied P,20100101,20131101,VERGUNP
363,GRV009WP,GRV009WP Garage Willemspoort,20131001,29991231,VERGUNP
2448,935_GRIEND,De Griend (Maastricht),20140101,29991231,GARAGEP
405,405_21526,IJsbaan,20140623,29991231,BETAALDP
114,12,Vreding II,20120427,20140721,BETAALDP
677,677_HAVE,Straatparkeren Havenfort (Hulst),20131021,29991231,BETAALDP
794,"7,15",Welpenstraat-1,20120618,29991231,BETAALDP
599,599_15,Zone 15 (Rotterdam),20131101,20140101,BETAALDP
160,8,Blauwe Zone Dedemsvaart,20120425,20140101,BLAUWEZ
2449,398_DEKA,Garage Dekamarkt (Heerhugowaard),20131107,29991231,GARAGEP
363,GRV018MUS,GRV018MUS Museumplein garage,20140901,29991231,VERGUNP
268,268_EIERM,Garage Eiermarkt (Nijmegen),20131002,29991231,GARAGEP
344,B6100,Oudwijk Noord,20130426,20130522,BETAALDP
355,355_KERK,Straatparkeren Kerkweg (Zeist),20131017,29991231,BETAALDP
1783,1783_GRAVE,Straatparkeren centrum - blauwe zone - 's Gravenzande (Westland),20131024,29991231,BLAUWEZ
58,9965,Diepswal,20140626,29991231,BETAALDP
164,7B,7B,20120207,20120301,BETAALDP
748,4,Sector 4,20120621,29991231,BETAALDP
363,OZ30-05_U1,OZ30-05_U1 Hoofddorpweg/Zeilstraat 10c,20050101,29991231,VERGUNP
363,WM54,WM54 Oost-4,20050101,29991231,VERGUNP
1900,1900_BOSP,Garage Boschplein,20140101,29991231,GARAGEP
984,2A,midden A,20120502,20120503,BETAALDP
363,ZB67B,ZB67B Oost-8,20050101,29991231,VERGUNP
928,BPV20,Giessenstraat,20130101,29991231,BETAALDP
344,V6100,Oudwijk Noord,20130124,29991231,VERGUNP
202,202_BOUL,Straatparkeren Boulevard Heuvelink (Arnhem),20131211,29991231,BETAALDP
363,WP61A_U01,WP61A_U01 Spaarndammerstr WS en max 60,20050101,29991231,VERGUNP
363,BV88,BV88 Zuideramstel per 1-1-2012 uitbreiding BV87,20050101,29991231,VERGUNP
356,356_B1,Straatparkeren Zone B1 (Nieuwegein),20131017,29991231,BETAALDP
2448,606_ABC,ABC (Schiedam),20140101,20140102,GARAGEP
2448,307_BEES,Garage Beestenmarkt (Amersfoort),20131118,29991231,GARAGEP
858,858_SCHIL,Straatparkeren Schil centrum gebied (Valkenswaard),20131017,29991231,BETAALDP
80,A1,Zone A max 1 uur,20130228,29991231,BETAALDP
1916,1916_CORB,Garage Corbulo (Leidschendam-Voorburg),20131009,29991231,GARAGEP
796,030301,Leeghwaterlaan,20111027,20140520,BETAALDP
796,010102,Parade,20111027,20140227,BETAALDP
363,GV81X,GV81X Nieuw-West - 1 niet-fiscaal,20050101,29991231,VERGUNP
503,503_GEBC,Straatparkeren Gebied C (Delft),20131029,29991231,BETAALDP
1916,3A1,Voorburg Oud Midden,20120321,29991231,BLAUWEZ
518,518_PLEI,Garage Pleingarage (Den Haag),20130930,29991231,GARAGEP
642,BP_7894,Betaald parkeren tariefzone 2 (Veerplein),20140414,20140415,BETAALDP
344,V3200,Watervogelbuurt,20130124,29991231,VERGUNP
1900,1900_JULS,Julianastraat plein Sophiastraat,20140630,29991231,BETAALDP
90,K1-3,Gauke Boelenstraat,20120808,20130625,BETAALDP
355,355_GASPER,Straatparkeren Gasper (Zeist),20131017,29991231,BETAALDP
2459,363_HEIN,Garage Heinekenplein (Amsterdam),20131111,29991231,GARAGEP
363,ZO01,ZO01 Zuidoost 1 F-Buurt/Vogeltjeswei,20120701,29991231,VERGUNP
344,3300,Hendrik Tollensstraat e.o.,20111118,29991231,BETAALDP
796,030505,Kap. Koopmansplein,20111027,29991231,BETAALDP
505,ZONE_2MV,Mengvorm tariefzone 2,20130314,29991231,BETAALDP
938,3,Straatparkeren Kuileneindestraat (Meerssen),20120416,29991231,BETAALDP
363,T13B_U08,T13B_U08 10c Van Wou_3,20050101,29991231,BETAALDP
484,484_KEZN,Blauwe Zone Kerk en Zanen (Alphen a/d Rijn),20131022,20140718,BLAUWEZ
988,2I,Zone2i,20120417,20120530,BETAALDP
796,030605,Kasterenwal,20111027,29991231,BETAALDP
202,202_VPLE,Garage Velperplein (Arnhem),20130924,29991231,GARAGEP
965,BZS120A,Blauwe Zone Markt (S),20120530,29991231,BLAUWEZ
2453,80_B1,Terrein B1 (Leeuwarden),20131111,29991231,TERREINP
402,S_VAART,Schil Vaartweg,20130327,29991231,BETAALDP
193,193_ROIJ,Burgemeester van Roijensingel (Zwolle),20131101,29991231,TERREINP
388,A22,BZ Boschplein,20120606,29991231,BETAALDP
58,UP1,Koningstraat,20120704,20140626,BETAALDP
2448,983_MAASB,Centrum Maasboulevard (Venlo),20140101,29991231,GARAGEP
664,A2,Piet Heinstraat,20120426,29991231,BETAALDP
796,020326,Citadellaan (voormalig Kruithuis),20111003,20111004,BETAALDP
796,020409,Boschveldweg / Station,20111004,20111005,BETAALDP
512,1,Binnenstad,20121121,20140901,BETAALDP
569,BZA,Blauwe Zone A (Noorden),20120420,29991231,BLAUWEZ
2449,363_IJDO,Garage IJDock (Amsterdam),20140901,29991231,GARAGEP
796,020327,Zuid-Willemsvaart / Citadellaan,20111003,20111004,BETAALDP
344,10100,Nieuw Welgelegen,20111118,29991231,BETAALDP
202,202_STEEN,Straatparkeren Steenstraat (Arnhem),20131211,29991231,BETAALDP
796,010114,Prins Bernhardstraat 2,20110930,20111001,BETAALDP
796,020102,Bastion Baselaars / Hekellaan,20111027,29991231,BETAALDP
363,BL01A,BL01A Bos en Lommer 1.1,20120201,29991231,VERGUNP
2449,14_PROV,Garage Provinciehuis (Groningen),20130916,29991231,GARAGEP
405,405_APPE,Straatparkeren Appelhaven (Hoorn),20131021,20131022,BETAALDP
796,020101,Limietlaan,20111027,29991231,BETAALDP
512,GEBIED-D,Groenmarkt,20140903,29991231,BETAALDP
193,193_KARN,Van Karnebeekstraat (Zwolle),20131101,29991231,BETAALDP
164,2A001,Rabobank,20140101,29991231,BETAALDP
984,2D,Midden D,20120502,20120503,BETAALDP
344,B8200,Wittevrouwen,20130426,20130522,BETAALDP
363,ZD04C_U02,ZD04C_U02 Overloop Zuid 4.1,20130501,29991231,VERGUNP
402,S_SGRAV,Herstel sGravelandseweg,20130513,29991231,BETAALDP
363,OZ30-05,OZ30-05 Zuid 2.3,20050101,29991231,VERGUNP
717,OKP_4312,De 4 Hoogten,20130426,29991231,BETAALDP
405,405_TRAN,Straatparkeren Transferium (Hoorn),20131018,20131019,BETAALDP
938,4,Markt,20120416,29991231,BETAALDP
425,PSZ3,Mackaylaan,20120618,29991231,BLAUWEZ
114,78122,Wilhelminastraat bij voormalig postkantoor,20140722,29991231,BETAALDP
928,BZ5,Kleingraverstraat,20120924,29991231,BLAUWEZ
994,OPB3,Burg. Henssingel camperbussen,20120524,29991231,BETAALDP
363,T12C_U01,T12C_U01 10c Van Wou_1,20050101,29991231,BETAALDP
995,995_NERI,Garage Neringdek (Lelystad),20131009,29991231,GARAGEP
994,OPB25,Daalhemerweg dwarsparkeren,20120525,29991231,BETAALDP
599,599_3,Zone 3 (Rotterdam),20131101,20140101,BETAALDP
512,2,Kweeklust,20121121,20140901,BETAALDP
344,B7700,Tuindorp,20130426,20130522,BETAALDP
164,H2004,Parkeerterrein Eikstraat,20140101,29991231,BETAALDP
385,U5,Ultra Kort Parkeren Volendam,20120605,29991231,BETAALDP
994,OPB27,Villa Via Nova,20130702,29991231,BETAALDP
717,OKP_4313,Randduin,20130426,29991231,BETAALDP
1900,1900_STAP,Straatparkeren St. Antoniusplein (Sneek),20131025,29991231,BETAALDP
796,060101,Engelermeer,20120618,29991231,BETAALDP
216,216_MAHO,Straatparkeren Mariahof (Culemborg),20131022,29991231,BETAALDP
981,9,Parkeerterrein Wilhelminaplein,20120830,29991231,BETAALDP
1916,6,Rembrandrotonde,20120321,29991231,BLAUWEZ
718,25,Aagje Dekenstraat,20120515,29991231,BETAALDP
114,78111,Hoofdstraat (vanaf Weerdingerstraat tot Min. Kanstraat),20140722,29991231,BETAALDP
344,V13100,Laan van Nieuw Guinea,20130124,29991231,VERGUNP
717,17,Parkeerterrein Kaai,20121016,20130423,BETAALDP
344,V7700,Tuindorp,20130124,29991231,VERGUNP
353,SCHUTTERSG,Schuttersgracht,20130801,20140331,BETAALDP
2062,772_WIT,Garage De Witte Dame (Eindhoven),20131030,29991231,GARAGEP
405,405_21508,Lambert Meliszweg,20140623,29991231,BETAALDP
479,ZNDTWEE,Zaanstad tariefgroep 3 (hoog),20130514,20130517,BETAALDP
2462,439_WATE,Terrein Waterland Ziekenhuis (Purmerend),20131114,29991231,TERREINP
236,023604,Kostverlorenkade,20120411,29991231,BETAALDP
796,020312,Zuid-Willemsvaart,20110930,20111001,BETAALDP
363,BA01A_U03,BA01A_U03 ma-za 10-18 Postjesweg WS,20140131,29991231,VERGUNP
361,72008,Tarief Overstad,20120404,29991231,BETAALDP
373,SCHZONEB,Schoorl - Zone B,20130320,29991231,BETAALDP
1900,1900_BOSC,Straatparkeren Boschplein (Sneek),20131025,29991231,BETAALDP
394,4454,HFD Hoofdweg-Kruisweg B-zone,20130626,29991231,BETAALDP
794,"5,19",Ameidepark,20120328,29991231,BETAALDP
344,4600,Hooch Boulandt,20111122,29991231,BETAALDP
405,405_21517,Vale Hen,20140623,29991231,BETAALDP
344,8300,Pijlsweerd,20111118,29991231,BETAALDP
106,A10,Brink (kloosterhof),20121113,29991231,BETAALDP
394,4453,HFD Aprisco B-zone,20130626,29991231,BETAALDP
402,BS_BKN_BOS,Buitenschil Bloemenkwartiernoord Bosdrift,20130327,29991231,BETAALDP
995,995_ZILV,Garage Zilverpark (Lelystad),20131009,29991231,GARAGEP
90,K1-2,Moleneind,20120808,20130625,BETAALDP
796,030202,Paleiskwartier,20111027,29991231,BETAALDP
363,WH82,WH82 Westpoort 1,20050101,29991231,VERGUNP
363,T13C_U03,T13C_U03 10c Zeilstraat_1,20050101,29991231,BETAALDP
1783,1783_WATER,Straatparkeren centrum Wateringen (Westland),20131024,29991231,BETAALDP
193,193_STREEK,t Streekien (Zwolle),20131101,29991231,BETAALDP
177,BZ3,Blauwe zone,20120501,29991231,BLAUWEZ
479,ZD018,Zaandam18,20130516,20130517,BETAALDP
796,020325,v Noremborghstraat 3,20111003,20111004,BETAALDP
994,OPB4,Walramplein noord,20120524,29991231,BETAALDP
150,B1,Zone B1,20121218,20140101,BETAALDP
1916,3C,Voorburg Oosteinde,20120321,29991231,BLAUWEZ
388,A2,BZ Oranjestraat,20120606,29991231,BETAALDP
606,606_STAD,Garage Stadserf (Schiedam),20131010,29991231,GARAGEP
228,228_MAAN,Straatparkeren Maanderweg (Ede),20131023,29991231,BETAALDP
984,3B2,Hoog beperkt 2,20120502,20120503,BETAALDP
150,A,Zone A,20121218,20140101,BETAALDP
222,222_WCO,Straatparkeren Winkelcentrum Overstegen (Doetinchem),20131024,29991231,BETAALDP
965,BZB60I,Blauwe Zone Wilh. snackbar (B),20120530,29991231,BLAUWEZ
772,772_STWEG,Straatparkeren stationsweg (Eindhoven),20131023,29991231,BETAALDP
193,193_DEUX,Parkeergarage Pas de Deux (Zwolle),20131009,29991231,GARAGEP
1900,1900_HOED,Hoogend,20140630,29991231,BETAALDP
106,A5,Brinkstraat,20121113,29991231,BETAALDP
106,A16,Oude Molenstraat,20121113,29991231,BETAALDP
114,78121,Wilhelminastraat bij voormalig postkantoor en kantongerecht,20140722,29991231,BETAALDP
80,B5,"tarief zone B met koopavond, max 2 uur",20130306,29991231,BETAALDP
1900,1900_STAD,St Antoniusplein (parkeerdek),20140630,29991231,BETAALDP
363,SO35A_U01,SO35A_U01 1 Oosterpark WS,20050101,29991231,VERGUNP
796,020404,vd Does de Willeboissingel,20111003,20111004,BETAALDP
361,72005,Schil,20120404,29991231,BETAALDP
632,ZONED,Excercitieveld Woerden,20121011,20121012,BETAALDP
858,858_CENTRU,Straatparkeren centrum  gebied (Valkenswaard),20131017,29991231,BETAALDP
424,"5,6",Mariahoeveweg,20120413,29991231,BETAALDP
344,V5100,Hagelbuurt,20130124,29991231,VERGUNP
796,020315,v Noremborghstraat,20110930,20111001,BETAALDP
717,DMB_4308,Tramzicht,20130426,29991231,BETAALDP
394,4451,HFD Centrum B-zone,20130626,29991231,BETAALDP
119,199_STAD,Straatparkeren Stadhuis Mallegat (Meppel),20131023,29991231,BETAALDP
106,A3,Nieuwe Huizen,20121113,29991231,BETAALDP
505,RUN_Z3,Runshop tariefzone 3,20130314,29991231,BETAALDP
147,BLAUW,Blauwe zone,20120229,29991231,BLAUWEZ
363,BA01,BA01 De Baarsjes 1 Overkoepelend,20120201,29991231,VERGUNP
363,OZ30-06,OZ30-06 Zuid 1,20050101,29991231,VERGUNP
2448,828_GAS,P+R Gasstraat (Oss),20140101,29991231,PARKRIDE
344,V5200,Nieuw Engeland,20130124,29991231,VERGUNP
984,3A13,Hoog onbeperkt 13,20120502,20120503,BETAALDP
203,LANGSTRAAT,Langstraat,20120905,29991231,BETAALDP
1900,1900_BOTH,Bothniakade,20140630,29991231,BETAALDP
664,A6,Jacob Valckerstraat,20120426,29991231,BETAALDP
861,2012010,meiveld,20120327,29991231,BETAALDP
2459,344_WALL,Garage The Wall (Utrecht),20131112,29991231,GARAGEP
164,4B001,Dagparkeerterrein Enschedesestraat,20120210,20140101,BETAALDP
796,030414,Oeterselaan thv 20,20111004,20111005,BETAALDP
2449,597_KOPL,Garage Koningsplein (Ridderkerk),20131107,29991231,GARAGEP
856,856_CENTRU,Straatparkeren Centrum (Uden),20131017,29991231,BETAALDP
796,030112,Aartshertogenlaan 3,20111004,20111005,BETAALDP
928,BZ6,Pleinstraat,20120924,29991231,BLAUWEZ
344,B7600,Tuindorp Oost,20130426,20130522,BETAALDP
361,U,Vergunninggebied U,20100101,29991231,VERGUNP
388,A7,BZ Prins Bernhardlaan/Emmaplein,20120606,29991231,BETAALDP
356,356_THEA,Garage Het Theater (Nieuwegein),20131004,29991231,GARAGEP
828,828_TARD,Straatparkeren Tariefzone D (Oss),20131024,29991231,BETAALDP
826,A,Gebied A,20120229,20121101,BETAALDP
796,020412,Koningsweg,20111004,20111005,BETAALDP
599,599_VERA,Garage Veranda (Rotterdam),20131011,29991231,GARAGEP
402,S_NAARD,Schil Naarderstraat,20130327,29991231,BETAALDP
363,GRV017YOE,GRV017YOE Garage IJ-Oever,20140301,29991231,VERGUNP
375,BPM_03,Betaald parkeren markten 3,20111212,29991231,BETAALDP
796,020103,Capucijnenlaan,20111027,29991231,BETAALDP
90,MARKE01,De Marke,20140123,29991231,BETAALDP
599,599_KIPH,Garage Kiphof (Rotterdam),20131011,29991231,GARAGEP
34,34_P8,P8 Flevogarage (Almere Stad),20140101,29991231,GARAGEP
80,D,dagterrein,20130306,29991231,BETAALDP
363,RB45B_U01,RB45B_U01 Scheldestraat 10c,20050101,29991231,VERGUNP
160,2,Betaald parkeren,20120425,20140101,BETAALDP
717,19,Parkeerterrein Mauritsbolwerk,20121016,20130423,BETAALDP
620,PSBIN_01,Parkeerschijfzone binnenstad,20120220,29991231,BLAUWEZ
965,BZB60E,Blauwe Zone Minister Ruijsstraat b (B),20120530,29991231,BLAUWEZ
928,BPV12,Torenstraat,20120924,29991231,BETAALDP
361,C1,Vergunningsgebied C1,20100101,20140210,VERGUNP
243,243_P4A,Straatparkeren P4a Boulevard (Harderwijk),20131017,29991231,BETAALDP
114,78123,Sterrenkamp P1,20140722,29991231,BETAALDP
2448,935_VRIJT,Vrijthof (Maastricht),20140101,29991231,GARAGEP
373,HARZONEF,Hargen aan Zee - Zone F,20130320,29991231,BETAALDP
202,202_EUS,Straatparkeren Eusebiusbuitensingel (Arnhem),20131211,29991231,BETAALDP
363,CE03,CE03 Centrum 3,20050101,29991231,VERGUNP
553,553_BLOK,Garage Blokhuis (Lisse),20131016,29991231,GARAGEP
2062,2007_KRU,Garage Kruisstraat (Utrecht),20131105,20131106,GARAGEP
363,WM56,WM56 Oost-6,20050101,29991231,VERGUNP
677,677_GALG,Straatparkeren Galgbolwerk (Hulst),20131021,29991231,BETAALDP
2448,80_WIJNH,P+R Wijnhorsterstraat (Leeuwarden),20140101,29991231,PARKRIDE
361,C,Vergunninggebied C,20100101,29991231,VERGUNP
2449,14_BIOSP,Garage Biosparking (Groningen),20130916,29991231,GARAGEP
1783,1783_GEEST,Straatparkeren Geestweg te Naaldwijk (Westland),20131024,29991231,BETAALDP
505,ZONE_3MV,Mengvorm tariefzone 3,20130314,29991231,BETAALDP
394,4458,HFD Beukenhorst B-zone,20130701,29991231,BETAALDP
2449,14_DDIEP,Garage Damsterdiep (Groningen),20140901,29991231,GARAGEP
687,687_HOUT,Garage Achter de Houttuinen (Middelburg),20131010,29991231,GARAGEP
590,590_MEENT,Garage De Meent (Papendrecht),20131003,29991231,GARAGEP
361,72002,Centrum noordoost,20120404,29991231,BETAALDP
794,"5,22",Steenweg 2,20120328,29991231,BETAALDP
114,78106,Stationsstraat (GPP),20140722,29991231,BETAALDP
222,222_GAND,Straatparkeren De Ganderije (Gaanderen/ Doetinchem),20131024,29991231,BETAALDP
166,52E2,Maximaal-4-uur Meeuwenpln,20120511,20140101,BETAALDP
344,V10100,NIeuw Welgelegen,20130124,29991231,VERGUNP
375,BEVERWIJK,Beverwijk (vergunningen),20140101,29991231,VERGUNP
2448,200_LAAN,Park &amp; Ride Laan van de Mensenrechten (Apeldoorn),20131122,29991231,PARKRIDE
150,3,Zone 3,20140101,29991231,BETAALDP
796,030106,Ophoviuslaan 1,20111004,20111005,BETAALDP
965,BZS60B,Blauwe Zone Kloosterstraat (S),20120530,29991231,BLAUWEZ
1883,KONINGSPL,Koningsplein Geleen,20170419,29991231,BETAALDP
193,193_RIGA,Rigastraat (Zwolle),20131101,29991231,BETAALDP
794,"5,13",Sobri&euml;tasplein,20120328,29991231,BETAALDP
361,72004,Centrum zuidoost,20120404,29991231,BETAALDP
164,P4001,Kiss &amp; Ride,20170101,20170102,BETAALDP
375,BPR_04,Betaald parkeren rand 4,20111212,29991231,BETAALDP
356,356_M1,Straatparkeren Zone M1 (Nieuwegein),20131017,29991231,BETAALDP
344,V6500,Rubenslaan e.o.,20130124,29991231,VERGUNP
794,"4,2",Kluisstraat,20120328,29991231,BETAALDP
160,DAGPARKWEG,Dagparkeren Parkweg,20140703,29991231,BETAALDP
1676,ZIERIKZ2,"Touwbaan &amp; Jannewekken, Zierikzee",20150301,29991231,BETAALDP
2448,758_SPOO,Park &amp; Ride Spoorstraat (Breda),20131125,29991231,PARKRIDE
441,441_BLAUW,Straatparken blauwe zone (Schagen),20131023,29991231,BLAUWEZ
222,222_NIES,Straatparkeren Nieuwstad (Doetinchem),20131024,29991231,BETAALDP
867,ZONE4,De Els,20120821,29991231,BETAALDP
855,855_Z02S,Straatparkeren Rayon Z02 Stop&amp;Shop,20131223,20170601,BETAALDP
402,S_EMMA,Schil Emmastraat,20130327,29991231,BETAALDP
363,BV86,BV86 Zuid 6,20050101,29991231,VERGUNP
243,243_P10,Straatparkeren P10 Waltorenstraat,20130930,29991231,BETAALDP
2448,518_NOI,Park &amp; Ride Laan van NOI (Den Haag),20131126,29991231,PARKRIDE
58,9964,Aalsumerpoort,20140626,29991231,BETAALDP
2448,363_EURO,Garage Eurocenter (Amsterdam),20131121,29991231,GARAGEP
363,T16B_U01,T16B_U01 10c August Alleb&eacute;,20050101,29991231,BETAALDP
796,020322,Geldersedam,20111003,20111004,BETAALDP
2448,363_BIJ,Garage De Bijenkorf (Amsterdam),20131122,29991231,GARAGEP
687,687_KOU,Garage Kousteensedijk (Middelburg),20131010,29991231,GARAGEP
90,REI01,Reidingweg,20130627,29991231,BETAALDP
2448,796_MAGI,Park &amp; Ride Magistratenlaan ('s-Hertogenbosch),20131126,29991231,PARKRIDE
1676,ZIERIKZ1,"Balie &amp; Poststraat, Zierikzee",20150301,29991231,BETAALDP
301,DIESERSTR,Dieserstraat,20130128,29991231,BETAALDP
796,030506,Hennequinstraat,20111027,29991231,BETAALDP
439,CENTR_HOOG,centrum uurtarief hoog,20131125,29991231,BETAALDP
518,T_R04,Gebieden met regeling R04,20160617,29991231,BETAALDP
2449,637_BELG,Garage Belgi&euml;laan P1 (Zoetermeer),20160322,29991231,GARAGEP
1900,1900_SUDS,Straatparkeren Suders&eacute;leane (Workum/ Sudwest Fryslan),20131025,20140101,BETAALDP
307,050503,Dirk Loogenstraat &amp; Van Randwijcklaan,20110101,20170101,BETAALDP
928,BZ4,Patronaatstraat,20120924,29991231,BLAUWEZ
861,2012013,Blauwe Zone schimmerik,20120327,29991231,BLAUWEZ
58,LP3,De Markt,20120704,20140626,BETAALDP
